STANDARD_NAME	NICO_TA
SYSTEMATIC_NAME	NICO_TA
COLLECTION	NICO_TA_20250508
NAMESPACE	NICO
DESCRIPTION_BRIEF	Both by TA and DN induced overexpression
DESCRIPTION_FULL	
PMID	
GEOID	
AUTHORS	Nico
CONTRIBUTOR	Steffen
GENE_SYMBOLS	CD44,PMEPA1,IL4R,GADD45B,ID2,BHLHE40
