STANDARD_NAME	NICO_DN_METHUP
SYSTEMATIC_NAME	NICO_DN_METHUP
COLLECTION	NICO_DN_20250618
NAMESPACE	NICO
DESCRIPTION_BRIEF	DN-only induced overexpression and increased methylation
DESCRIPTION_FULL	
PMID	
GEOID	
AUTHORS	Nico
CONTRIBUTOR	Steffen
GENE_SYMBOLS	PMEPA1,SFRP1,THBS1,SDC1,MCM7,FLNA,SLC6A8,EMP3,PLOD1
