STANDARD_NAME	NICO_TA_METHUP
SYSTEMATIC_NAME	NICO_TA_METHUP
COLLECTION	NICO_TA_20250618
NAMESPACE	NICO
DESCRIPTION_BRIEF	TA-only induced overexpression an effect on methylation
DESCRIPTION_FULL	
PMID	
GEOID	
AUTHORS	Nico
CONTRIBUTOR	Steffen
GENE_SYMBOLS	PMEPA1,MATN2,GPC1,EDIL3,VCAN,SDC4,CADM1,RHOB,HTRA1,FLNA,CALD1
