STANDARD_NAME	NICO_TA
SYSTEMATIC_NAME	NICO_TA
COLLECTION	NICO_TA_20250618
NAMESPACE	NICO
DESCRIPTION_BRIEF	TA-only induced overexpression
DESCRIPTION_FULL	
PMID	
GEOID	
AUTHORS	Nico
CONTRIBUTOR	Steffen
GENE_SYMBOLS	LS1,CRLF1,SERPINE1,PMEPA1,SDC1,MATN2,GPC1,EDIL3,VCAN,SERPINH1,MYLK,IGFBP3,BMP1,SDC4,CADM1,ID2,SLIT2,THBS1,TGFB1,LAMA3,PTHLH,RHOB,ACTA2,TPM1,ITGAV,FLNA,QSOX1
